ElementCode,System,Table,Element,SystemType,Level,HIV,ProgramArea,Goal,PotentialOverlapHIV
38,Register-ANC,ANC,Ttv,Paper,Facility,Y,PMTCT,6,?
39,Register-ANC,ANC,Visit Type,Paper,Facility,Y,PMTCT,6,N
40,Register-ANC,ANC,Weight,Paper,Facility,Y,PMTCT,6,Y
41,BHT-EMR,BART,Ancestral Traditional Authority Area of residence,Electronic,Facility,Y,DEMO,4,Y
42,BHT-EMR,BART,ART number at Previous Location,Electronic,Facility,Y,DEMO,4,Y
43,BHT-EMR,BART,ART regimen,Electronic,Facility,Y,ART,14,Y
44,BHT-EMR,BART,ART related symptoms,Electronic,Facility,Y,ART,4,
45,BHT-EMR,BART,CD4 /Lympocyte Count Location,Electronic,Facility,Y,ART,4,N
46,BHT-EMR,BART,CD4 Count,Electronic,Facility,Y,ART,4,Y
47,BHT-EMR,BART,CD4 Count date,Electronic,Facility,Y,ART,4,N
48,BHT-EMR,BART,CD4 Count Location,Electronic,Facility,Y,ART,4,N
49,BHT-EMR,BART,Cell Phone,Electronic,Facility,Y,DEMO,4,Y
50,BHT-EMR,BART,Clinical Notes,Electronic,Facility,Y,ART,4,N
51,BHT-EMR,BART,Closest Landmark,Electronic,Facility,Y,DEMO,4,Y
52,BHT-EMR,BART,Confirmatory HIV Test year,Electronic,Facility,Y,ART,4,Y
53,BHT-EMR,BART,Confirmatory test,Electronic,Facility,Y,ART,4,Y
54,BHT-EMR,BART,Confirmatory test centre,Electronic,Facility,Y,ART,4,Y
55,BHT-EMR,BART,Cotrimoxaxole dosage,Electronic,Facility,Y,ART,4,?
56,BHT-EMR,BART,CPT prescription,Electronic,Facility,Y,ART,4,?
57,BHT-EMR,BART,Current District,Electronic,Facility,Y,DEMO,4,Y
58,BHT-EMR,BART,Current Region,Electronic,Facility,Y,DEMO,4,Y
59,BHT-EMR,BART,Date ART started,Electronic,Facility,Y,ART,4,Y
60,BHT-EMR,BART,Date of Birth,Electronic,Facility,Y,DEMO,4,Y
61,BHT-EMR,BART,Date of CD4 Count,Electronic,Facility,Y,ART,4,Y
62,BHT-EMR,BART,Day ART last taken,Electronic,Facility,Y,ART,4,Y
63,BHT-EMR,BART,Dose strength,Electronic,Facility,Y,ART,14,Y
64,BHT-EMR,BART,Drug dispensation,Electronic,Facility,Y,ART,14,Y
65,BHT-EMR,BART,Duration,Electronic,Facility,Y,ART,4,?
66,BHT-EMR,BART,First Name,Electronic,Facility,Y,DEMO,4,Y
67,BHT-EMR,BART,Formulation,Electronic,Facility,Y,ART,4,Y
68,BHT-EMR,BART,Frequency,Electronic,Facility,Y,ART,4,Y
69,BHT-EMR,BART,Gender,Electronic,Facility,Y,DEMO,4,Y
70,BHT-EMR,BART,Generic drug,Electronic,Facility,Y,ART,14,Y
71,BHT-EMR,BART,Ground Phone Number,Electronic,Facility,Y,DEMO,4,Y
72,BHT-EMR,BART,Height,Electronic,Facility,Y,DEMO,4,Y
73,BHT-EMR,BART,Home District,Electronic,Facility,Y,DEMO,4,Y
74,BHT-EMR,BART,Home Village,Electronic,Facility,Y,DEMO,4,Y
75,BHT-EMR,BART,Initial CD4 Count,Electronic,Facility,Y,ART,4,Y
76,BHT-EMR,BART,Initial CD4 Percent,Electronic,Facility,Y,ART,4,Y
77,BHT-EMR,BART,Initial height,Electronic,Facility,Y,DEMO,4,Y
78,BHT-EMR,BART,Initial weight,Electronic,Facility,Y,DEMO,4,Y
79,BHT-EMR,BART,Last ARVs drugs taken,Electronic,Facility,Y,ART,4,Y
80,BHT-EMR,BART,Last Name,Electronic,Facility,Y,DEMO,4,Y
81,BHT-EMR,BART,Location of ART Initiation,Electronic,Facility,Y,ART,4,Y
82,BHT-EMR,BART,Location of confirmatory HIV test,Electronic,Facility,Y,ART,4,Y
83,BHT-EMR,BART,Location/Village,Electronic,Facility,Y,DEMO,4,Y
84,BHT-EMR,BART,Lymphocyte count date,Electronic,Facility,Y,ART,4,Y
85,BHT-EMR,BART,Lymphocyte Count Results,Electronic,Facility,Y,ART,4,Y
86,BHT-EMR,BART,Lymphocyte Count Results availability,Electronic,Facility,Y,ART,4,Y
87,BHT-EMR,BART,Middle name,Electronic,Facility,Y,DEMO,4,Y
88,BHT-EMR,BART,Month ART started,Electronic,Facility,Y,ART,4,Y
89,BHT-EMR,BART,Month of Birth,Electronic,Facility,Y,DEMO,4,Y
90,BHT-EMR,BART,Month of CD4 Count,Electronic,Facility,Y,ART,4,Y
91,BHT-EMR,BART,Moth ART last taken,Electronic,Facility,Y,ART,4,Y
92,BHT-EMR,BART,Need for follow up for HIV care,Electronic,Facility,Y,ART,4,Y
93,BHT-EMR,BART,Need for HIV care follow up,Electronic,Facility,Y,ART,4,Y
94,BHT-EMR,BART,Need to prescribe ARVs,Electronic,Facility,Y,ART,4,Y
95,BHT-EMR,BART,Need to Prescribe drugs,Electronic,Facility,Y,ART,4,Y
96,BHT-EMR,BART,Next visit date,Electronic,Facility,Y,ART,4,N
97,BHT-EMR,BART,Number of condoms given,Electronic,Facility,Y,ART,4,N
98,BHT-EMR,BART,Occupation,Electronic,Facility,Y,DEMO,4,Y
99,BHT-EMR,BART,Patient Breast feedin,Electronic,Facility,Y,ART,4,Y
100,BHT-EMR,BART,Patient Pregnant,Electronic,Facility,Y,ART,4,Y
101,BHT-EMR,BART,Previous ART clinic Registration,Electronic,Facility,Y,ART,4,Y
102,BHT-EMR,BART,Previous ART Treatment or not,Electronic,Facility,Y,ART,4,Y
103,BHT-EMR,BART,PRN,Electronic,Facility,Y,ART,4,?
104,BHT-EMR,BART,Quantity,Electronic,Facility,Y,ART,14,Y
105,BHT-EMR,BART,Reason for ART Eligibility,Electronic,Facility,Y,ART,4,Y
106,BHT-EMR,BART,Recent CD4 Count results,Electronic,Facility,Y,ART,4,Y
107,BHT-EMR,BART,Referal to clinician,Electronic,Facility,Y,ART,4,Y
108,BHT-EMR,BART,Region of Origin,Electronic,Facility,Y,DEMO,4,Y
109,BHT-EMR,BART,Stage information,Electronic,Facility,Y,ART,4,Y
110,BHT-EMR,BART,Stages 1-2-3-4,Electronic,Facility,Y,ART,4,Y
111,BHT-EMR,BART,Sulphur Alergy,Electronic,Facility,Y,ART,4,Y
112,BHT-EMR,BART,TA/Area of residence,Electronic,Facility,Y,DEMO,4,Y
113,BHT-EMR,BART,TB Associated Symptoms,Electronic,Facility,Y,ART,4,Y
114,BHT-EMR,BART,TB status,Electronic,Facility,Y,ART,4,Y
115,BHT-EMR,BART,Type of Confirmatory HIV test,Electronic,Facility,Y,ART,4,Y
116,BHT-EMR,BART,Type of prescription Standard or variable,Electronic,Facility,Y,ART,4,Y
117,BHT-EMR,BART,Type of relationship with patient,Electronic,Facility,Y,DEMO,4,Y
118,BHT-EMR,BART,Usage of family planning methods,Electronic,Facility,Y,ART,4,Y
119,BHT-EMR,BART,Weight,Electronic,Facility,Y,ART,4,Y
120,BHT-EMR,BART,Year ART last taken,Electronic,Facility,Y,ART,4,Y
121,BHT-EMR,BART,Year ART started,Electronic,Facility,Y,ART,4,Y
122,BHT-EMR,BART,Year of Birth/age estimate,Electronic,Facility,Y,DEMO,4,Y
123,BHT-EMR,BART,Year of CD4 count,Electronic,Facility,Y,ART,4,Y
124,DHA-MIS,DHA,% of ANC women HIV+,Electronic,Central,Y,PMTCT,346,Y
125,DHA-MIS,DHA,% of ANC women with HIV status ascertained,Electronic,Central,Y,PMTCT,346,Y
126,DHA-MIS,DHA,% of HIV+ ANC women on ART,Electronic,Central,Y,PMTCT,346,Y
127,DHA-MIS,DHA,(pre-) Eclampsia,Electronic,Central,Y,PMTCT,46,Y
132,DHA-MIS,DHA,12 month survival adults (non B+),Electronic,Central,Y,ART,4,?
133,DHA-MIS,DHA,12 month survival all ages,Electronic,Central,Y,ART,4,?
134,DHA-MIS,DHA,12 month survival children,Electronic,Central,Y,ART,46,?
138,DHA-MIS,DHA,18 month survival all ages,Electronic,Central,Y,ART,4,?
139,DHA-MIS,DHA,1st follow-up visit,Electronic,Central,Y,ART,4,?
140,DHA-MIS,DHA,1st month of quarter,Electronic,Central,Y,ART,4,?
142,DHA-MIS,DHA,24 month survival all ages,Electronic,Central,Y,ART,4,?
143,DHA-MIS,DHA,24 month survival children,Electronic,Central,Y,ART,46,?
144,DHA-MIS,DHA,24-72hrs,Electronic,Central,Y,ART,4,?
145,DHA-MIS,DHA,2nd  follow-up visit,Electronic,Central,Y,ART,4,?
146,DHA-MIS,DHA,2nd month of quarter,Electronic,Central,Y,ART,4,?
148,DHA-MIS,DHA,"3 chairs, table, testing surface",Electronic,Central,Y,OTHER,7,?
149,DHA-MIS,DHA,36 month survival all ages,Electronic,Central,Y,ART,4,?
150,DHA-MIS,DHA,36 month survival children,Electronic,Central,Y,ART,46,?
151,DHA-MIS,DHA,36 month survival OptionB+,Electronic,Central,Y,ART,46,?
152,DHA-MIS,DHA,3rd month of quarter,Electronic,Central,Y,ART,4,?
153,DHA-MIS,DHA,3TC,Electronic,Central,Y,ART,4,?
155,DHA-MIS,DHA,48 month survival all ages,Electronic,Central,Y,ART,4,?
156,DHA-MIS,DHA,48 month survival children,Electronic,Central,Y,ART,46,?
157,DHA-MIS,DHA,48 month survival OptionB+,Electronic,Central,Y,ART,46,?
159,DHA-MIS,DHA,5-9 days,Electronic,Central,Y,ART,4,?
161,DHA-MIS,DHA,6 month survival all ages,Electronic,Central,Y,ART,4,?
162,DHA-MIS,DHA,6 month survival children,Electronic,Central,Y,ART,46,?
163,DHA-MIS,DHA,60 month survival all ages,Electronic,Central,Y,ART,4,?
164,DHA-MIS,DHA,60 month survival children,Electronic,Central,Y,ART,4,?
166,DHA-MIS,DHA,72 month survival all ages,Electronic,Central,Y,ART,4,?
167,DHA-MIS,DHA,72 month survival children,Electronic,Central,Y,ART,46,?
169,DHA-MIS,DHA,84 month survival all ages,Electronic,Central,Y,ART,4,?
170,DHA-MIS,DHA,84 month survival children,Electronic,Central,Y,ART,46,?
172,DHA-MIS,DHA,96 month survival all ages,Electronic,Central,Y,ART,4,?
173,DHA-MIS,DHA,96 month survival children,Electronic,Central,Y,ART,46,?
174,DHA-MIS,DHA,ABC,Electronic,Central,Y,ART,146,Y
175,DHA-MIS,DHA,ABC / 3TC,Electronic,Central,Y,ART,146,Y
176,DHA-MIS,DHA,Aciclovir,Electronic,Central,Y,ART,146,Y
177,DHA-MIS,DHA,Adherence recorded,Electronic,Central,Y,ART,4,N
178,DHA-MIS,DHA,Adherence unknown (not recorded),Electronic,Central,Y,ART,4,N
179,DHA-MIS,DHA,Ad-hoc allocation from warehouse,Electronic,Central,Y,ART,4,?
180,DHA-MIS,DHA,Admissions in the reporting period,Electronic,Central,Y,ART,4,Y
181,DHA-MIS,DHA,Adult / paed formulation,Electronic,Central,Y,ART,146,Y
182,DHA-MIS,DHA,Adult formulation,Electronic,Central,Y,ART,146,Y
183,DHA-MIS,DHA,Adult formulation drug,Electronic,Central,Y,ART,146,Y
184,DHA-MIS,DHA,Adult second line,Electronic,Central,Y,ART,146,Y
185,DHA-MIS,DHA,Adults 15+ years,Electronic,Central,Y,ART,4,Y
186,DHA-MIS,DHA,Adults 15+ yrs,Electronic,Central,Y,ART,4,Y
187,DHA-MIS,DHA,AEHO Assitant Environmental Health Officer,Electronic,Central,Y,OTHER,8,Y
188,DHA-MIS,DHA,After 72hrs,Electronic,Central,Y,ART,4,?
189,DHA-MIS,DHA,After 9 days,Electronic,Central,Y,ART,4,?
190,DHA-MIS,DHA,Age,Electronic,Central,Y,DEMO,4,Y
191,DHA-MIS,DHA,Age 12 months,Electronic,Central,Y,DEMO,4,?
192,DHA-MIS,DHA,Age 2 months,Electronic,Central,Y,DEMO,4,?
193,DHA-MIS,DHA,Age 24 months,Electronic,Central,Y,DEMO,4,?
194,DHA-MIS,DHA,Age at ART initiation,Electronic,Central,Y,DEMO,4,?
195,DHA-MIS,DHA,Age at registration,Electronic,Central,Y,DEMO,4,?
196,DHA-MIS,DHA,Age cohorts (birth month),Electronic,Central,Y,DEMO,4,?
197,DHA-MIS,DHA,Age group,Electronic,Central,Y,DEMO,4,?
198,DHA-MIS,DHA,Age group A (0-19 years),Electronic,Central,Y,DEMO,4,?
199,DHA-MIS,DHA,Age group A (less than 1month),Electronic,Central,Y,DEMO,4,?
200,DHA-MIS,DHA,Age group B (1month -14yrs),Electronic,Central,Y,DEMO,4,?
201,DHA-MIS,DHA,Age group B (20-24 years),Electronic,Central,Y,DEMO,4,?
202,DHA-MIS,DHA,Age group C ( 15-24yrs),Electronic,Central,Y,DEMO,4,?
203,DHA-MIS,DHA,Age group C (25+ years),Electronic,Central,Y,DEMO,4,?
204,DHA-MIS,DHA,Age group D ( 25yrs and over),Electronic,Central,Y,DEMO,4,?
205,DHA-MIS,DHA,Albendazole,Electronic,Central,Y,ART,14,Y
206,DHA-MIS,DHA,Alive HIV exposed,Electronic,Central,Y,PMTCT,6,Y
207,DHA-MIS,DHA,Alive HIV exposed AZT,Electronic,Central,Y,PMTCT,6,Y
208,DHA-MIS,DHA,Alive HIV exposed no ARV,Electronic,Central,Y,PMTCT,6,Y
209,DHA-MIS,DHA,Alive HIV exposed NVP,Electronic,Central,Y,PMTCT,6,Y
210,DHA-MIS,DHA,Alive HIV exposed NVP+AZT,Electronic,Central,Y,PMTCT,6,Y
211,DHA-MIS,DHA,Alive HIV exposure unknown,Electronic,Central,Y,PMTCT,6,Y
212,DHA-MIS,DHA,Alive not HIV exposed,Electronic,Central,Y,PMTCT,6,Y
213,DHA-MIS,DHA,All patients (checked data),Electronic,Central,Y,ART,4,N
214,DHA-MIS,DHA,All patients (unchecked data),Electronic,Central,Y,ART,4,N
215,DHA-MIS,DHA,Already on ART,Electronic,Central,Y,ART,4,Y
216,DHA-MIS,DHA,Already on ART (TB prog),Electronic,Central,Y,ART,4,Y
217,DHA-MIS,DHA,Alternative first line unspecified,Electronic,Central,Y,ART,146,Y
218,DHA-MIS,DHA,Amitriptylline,Electronic,Central,Y,ART,14,Y
219,DHA-MIS,DHA,Amoxicillin / Clavulanic acid,Electronic,Central,Y,ART,14,Y
221,DHA-MIS,DHA,ANC / Mat services at this site,Electronic,Central,Y,PMTCT,6,Y
222,DHA-MIS,DHA,ANC booking cohort  - 3rd month,Electronic,Central,Y,PMTCT,6,?
223,DHA-MIS,DHA,ANC booking cohort - 1st month,Electronic,Central,Y,PMTCT,6,?
224,DHA-MIS,DHA,ANC booking cohort - 2nd month,Electronic,Central,Y,PMTCT,6,?
225,DHA-MIS,DHA,ANC clinic register,Electronic,Central,Y,PMTCT,6,?
226,DHA-MIS,DHA,ANC cohort analysis,Electronic,Central,Y,PMTCT,6,?
227,DHA-MIS,DHA,ANC cohort reports for all 3 months,Electronic,Central,Y,PMTCT,6,?
228,DHA-MIS,DHA,ANC new registration - 1st month,Electronic,Central,Y,PMTCT,6,?
229,DHA-MIS,DHA,ANC new registration - 2nd month,Electronic,Central,Y,PMTCT,6,?
230,DHA-MIS,DHA,ANC new registration - 3rd month,Electronic,Central,Y,PMTCT,6,?
231,DHA-MIS,DHA,ANC new registration report ver1,Electronic,Central,Y,PMTCT,6,?
232,DHA-MIS,DHA,ANC Program,Electronic,Central,Y,PMTCT,6,Y
233,DHA-MIS,DHA,ANC register correctly filled,Electronic,Central,Y,PMTCT,6,N
234,DHA-MIS,DHA,ANC report check sums,Electronic,Central,Y,PMTCT,6,N
235,DHA-MIS,DHA,ANC report ver4,Electronic,Central,Y,PMTCT,6,?
236,DHA-MIS,DHA,ANC services report,Electronic,Central,Y,PMTCT,6,?
237,DHA-MIS,DHA,ANC women after 6 months,Electronic,Central,Y,PMTCT,6,Y
238,DHA-MIS,DHA,ANCNewRegArteli,Electronic,Central,Y,PMTCT,6,?
239,DHA-MIS,DHA,ANCNewRegHiv,Electronic,Central,Y,PMTCT,6,?
240,DHA-MIS,DHA,ANCNewRegTrim,Electronic,Central,Y,PMTCT,6,?
241,DHA-MIS,DHA,ANCOutcArteli,Electronic,Central,Y,PMTCT,6,?
242,DHA-MIS,DHA,ANCOutcCpt,Electronic,Central,Y,PMTCT,6,?
243,DHA-MIS,DHA,ANCOutcEcl,Electronic,Central,Y,PMTCT,6,?
244,DHA-MIS,DHA,ANCOutcFefo,Electronic,Central,Y,PMTCT,6,?
245,DHA-MIS,DHA,ANCOutcHiv,Electronic,Central,Y,PMTCT,6,?
246,DHA-MIS,DHA,ANCOutcPtBaby,Electronic,Central,Y,PMTCT,6,?
247,DHA-MIS,DHA,ANCOutcPtMoth,Electronic,Central,Y,PMTCT,6,?
248,DHA-MIS,DHA,ANCOutcSp,Electronic,Central,Y,PMTCT,6,?
249,DHA-MIS,DHA,ANCOutcSyp,Electronic,Central,Y,PMTCT,6,?
250,DHA-MIS,DHA,ANCOutcTrim,Electronic,Central,Y,PMTCT,6,?
251,DHA-MIS,DHA,ANCOutcTtv,Electronic,Central,Y,PMTCT,6,?
252,DHA-MIS,DHA,ANCOutcVis,Electronic,Central,Y,PMTCT,6,?
253,DHA-MIS,DHA,Antenatal Care,Electronic,Central,Y,PMTCT,6,?
255,DHA-MIS,DHA,Antiseptic / decontamination solution available,Electronic,Central,Y,OTHER,7,
256,DHA-MIS,DHA,Antiseptic solution made up according to SOP,Electronic,Central,Y,OTHER,7,
257,DHA-MIS,DHA,Any AE,Electronic,Central,Y,?,?,?
258,DHA-MIS,DHA,Any ANC women not tested last month,Electronic,Central,Y,PMTCT,26,?
259,DHA-MIS,DHA,Any ARVs,Electronic,Central,Y,ART,4,?
262,DHA-MIS,DHA,ART - Cumul cohort report (reg details) complete,Electronic,Central,Y,ART,48,N
263,DHA-MIS,DHA,ART - Occupation recorded,Electronic,Central,Y,ART,48,N
264,DHA-MIS,DHA,"ART - Outcomes complete, updated, dates specified",Electronic,Central,Y,ART,48,N
265,DHA-MIS,DHA,ART - PMTCT recorded,Electronic,Central,Y,ART,48,N
266,DHA-MIS,DHA,ART - Registration continuous,Electronic,Central,Y,ART,48,N
267,DHA-MIS,DHA,ART - RegNo's correct for transfers in,Electronic,Central,Y,ART,48,N
268,DHA-MIS,DHA,ART - TB recorded,Electronic,Central,Y,ART,48,N
269,DHA-MIS,DHA,ART - Visit columns complete,Electronic,Central,Y,ART,48,N
270,DHA-MIS,DHA,ART (by time of initiation),Electronic,Central,Y,ART,4,?
271,DHA-MIS,DHA,ART (for assessment),Electronic,Central,Y,ART,4,?
272,DHA-MIS,DHA,ART 0-3 weeks,Electronic,Central,Y,ART,4,?
273,DHA-MIS,DHA,ART 4+ weeks,Electronic,Central,Y,ART,4,?
274,DHA-MIS,DHA,ART clinic days per week,Electronic,Central,Y,ART,48,?
275,DHA-MIS,DHA,ART clinic logistics,Electronic,Central,Y,ART,48,?
276,DHA-MIS,DHA,ART clinic registrations,Electronic,Central,Y,ART,4,?
277,DHA-MIS,DHA,ART cohort analysis,Electronic,Central,Y,ART,4,?
278,DHA-MIS,DHA,ART cohort registration group outcomes,Electronic,Central,Y,ART,4,?
279,DHA-MIS,DHA,ART eligibility determined,Electronic,Central,Y,ART,4,?
280,DHA-MIS,DHA,ART follow-up days,Electronic,Central,Y,ART,4,?
281,DHA-MIS,DHA,ART init and contin direct at ANC/MCH,Electronic,Central,Y,ART,4,?
282,DHA-MIS,DHA,ART initiation days,Electronic,Central,Y,ART,4,?
283,DHA-MIS,DHA,ART initiations after recent TB (ART prog),Electronic,Central,Y,ART,4,?
284,DHA-MIS,DHA,ART initiations with current TB (ART prog),Electronic,Central,Y,ART,4,?
285,DHA-MIS,DHA,ART outcomes cumulative,Electronic,Central,Y,ART,4,?
286,DHA-MIS,DHA,ART pat. card adult (yellow),Electronic,Central,Y,?,4,?
287,DHA-MIS,DHA,ART pat. card paed. (blue),Electronic,Central,Y,?,4,?
288,DHA-MIS,DHA,ART patients in transit between sites,Electronic,Central,Y,ART,4,?
289,DHA-MIS,DHA,ART patients walking,Electronic,Central,Y,ART,4,?
290,DHA-MIS,DHA,ART patients working,Electronic,Central,Y,ART,4,?
291,DHA-MIS,DHA,ART program,Electronic,Central,Y,ART,4,?
292,DHA-MIS,DHA,ART register,Electronic,Central,Y,ART,4,?
293,DHA-MIS,DHA,ART registration data cumulative,Electronic,Central,Y,ART,4,?
294,DHA-MIS,DHA,ART registration data quarter,Electronic,Central,Y,ART,4,?
295,DHA-MIS,DHA,ART re-initiations,Electronic,Central,Y,ART,4,?
296,DHA-MIS,DHA,ART side effects,Electronic,Central,Y,ART,4,?
297,DHA-MIS,DHA,ART survival 12 months (children),Electronic,Central,Y,ART,4,N
298,DHA-MIS,DHA,ART survival 24 months (all ages),Electronic,Central,Y,ART,4,N
299,DHA-MIS,DHA,ART survival 36 months (all ages),Electronic,Central,Y,ART,4,N
300,DHA-MIS,DHA,ART survival 36 months (Option B+),Electronic,Central,Y,ART,4,N
301,DHA-MIS,DHA,ART survival 48 months (all ages),Electronic,Central,Y,ART,4,N
302,DHA-MIS,DHA,ART survival 48 months (Option B+),Electronic,Central,Y,ART,4,N
303,DHA-MIS,DHA,ART survival 60 months (all ages),Electronic,Central,Y,ART,4,N
304,DHA-MIS,DHA,ART survival 72 months (all ages),Electronic,Central,Y,ART,4,N
305,DHA-MIS,DHA,ART survival 84 months (all ages),Electronic,Central,Y,ART,4,N
306,DHA-MIS,DHA,ART survival 96 months (all ages),Electronic,Central,Y,ART,4,N
307,DHA-MIS,DHA,ART survival analysis,Electronic,Central,Y,ART,4,N
308,DHA-MIS,DHA,ART survival analysis (data export),Electronic,Central,Y,ART,4,N
309,DHA-MIS,DHA,ART transfers in,Electronic,Central,Y,ART,4,Y
310,DHA-MIS,DHA,Artesunate,Electronic,Central,Y,DRUG,14,Y
311,DHA-MIS,DHA,Artesunate / amodiaquine,Electronic,Central,Y,ART,14,Y
312,DHA-MIS,DHA,ARTOutcAdh,Electronic,Central,Y,ART,4,Y
313,DHA-MIS,DHA,ARTOutcSE,Electronic,Central,Y,ART,4,?
314,DHA-MIS,DHA,ARV drug register complete,Electronic,Central,Y,ART,148,N
315,DHA-MIS,DHA,ARV during labour,Electronic,Central,Y,ART,46,Y
316,DHA-MIS,DHA,ARV during pregnancy,Electronic,Central,Y,ART,46,Y
317,DHA-MIS,DHA,ARVs,Electronic,Central,Y,ART,4,?
318,DHA-MIS,DHA,Asphyxia,Electronic,Central,Y,ART,4,?
319,DHA-MIS,DHA,ATV / r,Electronic,Central,Y,DRUG,14,Y
320,DHA-MIS,DHA,AVD,Electronic,Central,Y,DRUG,14,Y
321,DHA-MIS,DHA,Azithromycin,Electronic,Central,Y,DRUG,14,Y
322,DHA-MIS,DHA,AZT,Electronic,Central,Y,DRUG,14,Y
323,DHA-MIS,DHA,AZT / 3TC,Electronic,Central,Y,DRUG,14,Y
324,DHA-MIS,DHA,AZT / 3TC / NVP,Electronic,Central,Y,DRUG,14,Y
325,DHA-MIS,DHA,AZT 0-3 weeks,Electronic,Central,Y,DRUG,14,Y
326,DHA-MIS,DHA,AZT 4+ weeks,Electronic,Central,Y,DRUG,14,Y
327,DHA-MIS,DHA,BA,Electronic,Central,Y,?,4,?
328,DHA-MIS,DHA,Bad stock management at site,Electronic,Central,Y,ART,148,Y
331,DHA-MIS,DHA,Before 5days,Electronic,Central,Y,?,14,
332,DHA-MIS,DHA,Below 24hrs,Electronic,Central,Y,?,14,
333,DHA-MIS,DHA,Benzathine Penicillin,Electronic,Central,Y,DRUG,14,Y
334,DHA-MIS,DHA,BF not started within 60min,Electronic,Central,Y,?,4,?
335,DHA-MIS,DHA,BF started within 60min,Electronic,Central,Y,?,4,?
337,DHA-MIS,DHA,BldHepB,Electronic,Central,Y,ART,4,?
338,DHA-MIS,DHA,BldHepC,Electronic,Central,Y,ART,4,?
339,DHA-MIS,DHA,BldHIV,Electronic,Central,Y,ART,4,?
340,DHA-MIS,DHA,BldMal,Electronic,Central,Y,ART,4,?
341,DHA-MIS,DHA,BldSumOutc,Electronic,Central,Y,ART,4,?
342,DHA-MIS,DHA,BldSyp,Electronic,Central,Y,ART,4,?
343,DHA-MIS,DHA,BldXmatch,Electronic,Central,Y,ART,4,?
344,DHA-MIS,DHA,Bleomycine,Electronic,Central,Y,ART,4,?
345,DHA-MIS,DHA,blist packs,Electronic,Central,Y,DRUG,14,Y
347,DHA-MIS,DHA,Blood donor register,Electronic,Central,Y,BS,4,?
348,DHA-MIS,DHA,Blood group typing (for units and patients),Electronic,Central,Y,BS,4,?
349,DHA-MIS,DHA,Blood lancet,Electronic,Central,Y,BS,4,?
350,DHA-MIS,DHA,Blood safety,Electronic,Central,Y,BS,4,?
351,DHA-MIS,DHA,Blood safety - 1st month,Electronic,Central,Y,BS,4,?
